t,manoeuvre,distance,aspect angle,pitch,ideal pitch,roll,heading,ideal heading,angle of attack,sideslip angle,yoke pitch ratio,yoke roll ratio,throttle ratio,kias,stall warning,has crashed,Δt,pitch dev,heading dev,d rate,in front of or behind enemy plane,pitch dev grade,heading dev grade
94.63,enemy aircraft finished manoeuvre,8461.277107701499 metres,15.98,5.76,2.51,15.43,38.85,140.29,3.82,-0.16,-0.06,-0.23,0.5,100.93,0,0,0.11,3.25,-101.44,62.29,behind,might lose sight of enemy,lost sight of enemy
94.75,enemy aircraft finished manoeuvre,8468.308625595282 metres,16.04,5.25,2.51,14.25,38.92,140.32,2.79,-0.17,-0.06,-0.23,0.5,100.88,0,0,0.12,2.75,-101.4,60.92,behind,good,lost sight of enemy
94.86,enemy aircraft finished manoeuvre,8475.242135595916 metres,16.1,4.72,2.5,13.03,38.99,140.36,1.96,-0.19,-0.06,-0.23,0.5,100.83,0,0,0.12,2.22,-101.36,59.87,behind,good,lost sight of enemy
94.98,enemy aircraft finished manoeuvre,8482.130217781681 metres,16.15,4.31,2.49,11.79,39.1,140.39,1.4,-0.2,-0.06,-0.23,0.5,100.78,0,0,0.11,1.82,-101.29,60.63,behind,good,lost sight of enemy
95.09,enemy aircraft finished manoeuvre,8488.887623017772 metres,16.21,4.08,2.49,10.55,39.24,140.43,1.13,-0.2,-0.06,-0.23,0.5,100.72,0,0,0.11,1.59,-101.19,58.97,behind,good,lost sight of enemy
95.21,enemy aircraft finished manoeuvre,8495.7292982819 metres,16.27,4.01,2.48,9.29,39.41,140.46,1.05,-0.19,-0.06,-0.23,0.5,100.64,0,0,0.12,1.53,-101.05,59.43,behind,good,lost sight of enemy
95.32,enemy aircraft finished manoeuvre,8502.602063789962 metres,16.32,4.09,2.47,8.02,39.59,140.5,1.13,-0.17,-0.06,-0.23,0.5,100.55,0,0,0.12,1.61,-100.9,58.99,behind,good,lost sight of enemy
95.44,enemy aircraft finished manoeuvre,8509.39714168173 metres,16.38,4.26,2.47,6.77,39.77,140.53,1.27,-0.15,-0.06,-0.23,0.5,100.45,0,0,0.11,1.8,-100.77,59.66,behind,good,lost sight of enemy
95.55,enemy aircraft finished manoeuvre,8516.268420505434 metres,16.43,4.49,2.46,5.47,39.92,140.57,1.44,-0.12,-0.06,-0.33,0.5,100.33,0,0,0.12,2.03,-100.65,58.36,behind,good,lost sight of enemy
95.67,enemy aircraft finished manoeuvre,8523.154651642748 metres,16.49,4.82,2.45,3.57,40.01,140.6,1.69,-0.1,-0.01,-0.46,0.5,100.19,0,0,0.12,2.36,-100.59,59.32,behind,good,lost sight of enemy
95.78,enemy aircraft finished manoeuvre,8529.896629376479 metres,16.54,5.4,2.44,1.23,40.05,140.64,2.16,-0.08,0.19,-0.51,0.5,100.05,0,0,0.11,2.96,-100.59,59.09,behind,good,lost sight of enemy
95.9,enemy aircraft finished manoeuvre,8536.644522212391 metres,16.59,6.79,2.44,-1.43,40.01,140.67,3.34,-0.02,0.31,-0.56,0.5,99.88,0,0,0.12,4.35,-100.66,58.34,behind,might lose sight of enemy,lost sight of enemy
96.01,enemy aircraft finished manoeuvre,8543.454588385723 metres,16.64,8.92,2.43,-4.28,39.84,140.7,4.96,0.15,0.24,-0.82,0.5,99.68,0,0,0.12,6.49,-100.87,59.18,behind,might lose sight of enemy,lost sight of enemy
96.13,enemy aircraft finished manoeuvre,8550.054161061173 metres,16.69,10.67,2.42,-8.0,39.52,140.74,5.82,0.43,-0.34,-1.0,0.5,99.46,0,0,0.11,8.25,-101.22,58.69,behind,lost sight of enemy,lost sight of enemy
96.24,enemy aircraft finished manoeuvre,8556.935903168507 metres,16.74,10.3,2.41,-12.42,39.3,140.77,4.4,0.67,-1.0,-1.0,0.5,99.18,0,0,0.12,7.89,-101.47,58.66,behind,might lose sight of enemy,lost sight of enemy
96.35,enemy aircraft finished manoeuvre,8563.026984246628 metres,16.79,7.95,2.4,-16.5,39.4,140.8,1.55,0.57,-1.0,-1.0,0.5,98.91,0,0,0.1,5.55,-101.4,58.17,behind,might lose sight of enemy,lost sight of enemy
96.45,enemy aircraft finished manoeuvre,8569.195118685755 metres,16.83,4.37,2.4,-20.82,39.8,140.83,-1.91,0.06,-1.0,-1.0,0.5,98.64,0,0,0.1,1.97,-101.03,60.28,behind,good,lost sight of enemy
96.56,enemy aircraft finished manoeuvre,8575.486835533631 metres,16.87,0.32,2.39,-25.43,40.48,140.86,-5.01,-0.77,0.08,-1.0,0.5,98.36,0,0,0.11,-2.07,-100.38,58.16,behind,good,lost sight of enemy
96.67,enemy aircraft finished manoeuvre,8582.101045600011 metres,16.92,-2.15,2.38,-30.4,40.61,140.89,-5.73,-1.72,0.1,-1.0,0.5,98.04,0,0,0.11,-4.53,-100.28,61.16,behind,might lose sight of enemy,lost sight of enemy
96.77,enemy aircraft finished manoeuvre,8588.240015300244 metres,16.96,-3.61,2.37,-34.5,40.58,140.92,-5.79,-2.32,-1.0,0.51,0.5,97.71,0,0,0.1,-5.98,-100.34,59.76,behind,might lose sight of enemy,lost sight of enemy
96.87,enemy aircraft finished manoeuvre,8594.289100631691 metres,17.0,-5.28,2.37,-34.35,41.3,140.95,-6.48,-1.97,0.1,1.0,0.5,97.37,0,0,0.1,-7.65,-99.65,59.49,behind,might lose sight of enemy,lost sight of enemy
96.97,enemy aircraft finished manoeuvre,8600.381592456559 metres,17.04,-5.45,2.36,-31.61,41.53,140.97,-5.42,-0.96,0.28,1.0,0.5,97.01,0,0,0.1,-7.81,-99.44,60.06,behind,might lose sight of enemy,lost sight of enemy
97.08,enemy aircraft finished manoeuvre,8606.463112517291 metres,17.08,-4.44,2.36,-27.84,41.23,141.0,-3.46,0.08,-0.19,0.88,0.5,96.67,0,0,0.1,-6.8,-99.77,59.34,behind,might lose sight of enemy,lost sight of enemy
97.18,enemy aircraft finished manoeuvre,8612.519160828855 metres,17.12,-3.36,2.36,-24.0,40.87,141.03,-1.68,0.82,-0.19,0.85,0.5,96.37,0,0,0.1,-5.71,-100.16,59.58,behind,might lose sight of enemy,lost sight of enemy
97.28,enemy aircraft finished manoeuvre,8618.797344818848 metres,17.16,-2.38,2.35,-20.07,40.42,141.06,-0.19,1.2,-0.19,0.85,0.5,96.09,0,0,0.1,-4.74,-100.64,60.26,behind,might lose sight of enemy,lost sight of enemy
97.39,enemy aircraft finished manoeuvre,8625.046895327154 metres,17.21,-1.69,2.35,-16.22,39.94,141.09,0.83,1.24,-0.19,0.85,0.5,95.86,0,0,0.1,-4.04,-101.15,60.75,behind,might lose sight of enemy,lost sight of enemy
97.49,enemy aircraft finished manoeuvre,8631.098613104481 metres,17.24,-1.32,2.35,-12.53,39.5,141.11,1.4,1.08,-0.15,0.2,0.5,95.66,0,0,0.1,-3.67,-101.62,60.38,behind,might lose sight of enemy,lost sight of enemy
97.59,enemy aircraft finished manoeuvre,8637.220529482485 metres,17.28,-1.37,2.35,-11.88,38.98,141.14,1.41,0.72,-0.36,-0.75,0.5,95.49,0,0,0.1,-3.72,-102.16,60.13,behind,might lose sight of enemy,lost sight of enemy
97.71,enemy aircraft finished manoeuvre,8644.604835333996 metres,17.33,-2.06,2.34,-14.11,38.33,141.17,0.89,0.23,0.07,0.01,0.5,95.31,0,0,0.12,-4.4,-102.84,61.34,behind,might lose sight of enemy,lost sight of enemy
97.83,enemy aircraft finished manoeuvre,8651.94218418275 metres,17.37,-2.02,2.34,-14.29,37.66,141.21,1.29,-0.1,0.21,0.41,0.5,95.16,0,0,0.12,-4.36,-103.55,61.13,behind,might lose sight of enemy,lost sight of enemy
97.93,enemy aircraft finished manoeuvre,8658.117988941072 metres,17.41,-1.17,2.34,-13.04,37.06,141.23,2.27,-0.25,0.21,0.42,0.5,95.05,0,0,0.1,-3.51,-104.17,60.94,behind,might lose sight of enemy,lost sight of enemy
98.05,enemy aircraft finished manoeuvre,8665.615217926688 metres,17.45,0.48,2.34,-11.12,36.38,141.26,3.76,-0.39,0.18,0.42,0.5,94.92,0,0,0.12,-1.86,-104.89,63.3,behind,good,lost sight of enemy
98.15,enemy aircraft finished manoeuvre,8671.779182276383 metres,17.48,2.0,2.33,-9.49,35.92,141.29,4.88,-0.48,0.16,0.42,0.5,94.82,0,0,0.1,-0.33,-105.37,61.15,behind,good,lost sight of enemy
98.25,enemy aircraft finished manoeuvre,8678.059338359662 metres,17.52,3.28,2.33,-7.86,35.6,141.32,5.51,-0.57,-0.11,0.38,0.5,94.71,0,0,0.1,0.95,-105.72,62.7,behind,good,lost sight of enemy
98.35,enemy aircraft finished manoeuvre,8684.770949131109 metres,17.55,3.83,2.33,-6.21,35.47,141.35,5.3,-0.61,0.04,0.38,0.5,94.58,0,0,0.11,1.5,-105.87,63.0,behind,good,lost sight of enemy
98.46,enemy aircraft finished manoeuvre,8691.832054815593 metres,17.59,4.33,2.32,-4.49,35.46,141.37,5.19,-0.6,0.38,0.41,0.5,94.44,0,0,0.11,2.01,-105.91,64.83,behind,good,lost sight of enemy
98.57,enemy aircraft finished manoeuvre,8698.12843227366 metres,17.62,5.23,2.32,-2.88,35.49,141.4,5.51,-0.56,0.05,0.5,0.5,94.3,0,0,0.1,2.92,-105.91,61.11,behind,good,lost sight of enemy
98.68,enemy aircraft finished manoeuvre,8705.190954188985 metres,17.65,5.66,2.31,-0.66,35.64,141.43,5.14,-0.53,-0.24,0.61,0.5,94.15,0,0,0.11,3.35,-105.79,63.88,behind,might lose sight of enemy,lost sight of enemy
98.79,enemy aircraft finished manoeuvre,8712.475282724015 metres,17.69,5.06,2.31,1.99,35.89,141.46,3.9,-0.46,-0.33,0.56,0.5,93.98,0,0,0.11,2.75,-105.57,63.99,behind,good,lost sight of enemy
98.9,enemy aircraft finished manoeuvre,8719.572461321943 metres,17.72,3.68,2.3,4.51,36.13,141.49,2.22,-0.31,-0.34,0.47,0.5,93.83,0,0,0.11,1.38,-105.36,62.4,behind,good,lost sight of enemy
99.02,enemy aircraft finished manoeuvre,8726.905912367618 metres,17.75,1.86,2.29,6.88,36.33,141.52,0.46,-0.09,-0.34,0.43,0.5,93.69,0,0,0.12,-0.43,-105.18,63.74,behind,good,lost sight of enemy
99.14,enemy aircraft finished manoeuvre,8734.343260727383 metres,17.79,-0.05,2.29,9.23,36.46,141.55,-1.02,0.16,-0.34,0.43,0.5,93.56,0,0,0.12,-2.34,-105.08,62.73,behind,good,lost sight of enemy
99.26,enemy aircraft finished manoeuvre,8741.832981017786 metres,17.82,-1.8,2.28,11.58,36.52,141.58,-2.06,0.37,-0.25,0.38,0.5,93.43,0,0,0.12,-4.08,-105.06,63.06,behind,might lose sight of enemy,lost sight of enemy
99.36,enemy aircraft finished manoeuvre,8748.325941402747 metres,17.85,-2.92,2.28,13.37,36.54,141.6,-2.43,0.46,-0.17,0.22,0.5,93.33,0,0,0.1,-5.2,-105.06,63.51,behind,might lose sight of enemy,lost sight of enemy
99.46,enemy aircraft finished manoeuvre,8754.670141597597 metres,17.87,-3.58,2.27,14.65,36.57,141.63,-2.35,0.43,-0.17,0.15,0.5,93.22,0,0,0.1,-5.86,-105.06,62.79,behind,might lose sight of enemy,lost sight of enemy
99.56,enemy aircraft finished manoeuvre,8761.13506328737 metres,17.9,-3.91,2.27,15.61,36.62,141.65,-1.99,0.32,-0.17,0.12,0.5,93.12,0,0,0.1,-6.19,-105.03,62.92,behind,might lose sight of enemy,lost sight of enemy
99.67,enemy aircraft finished manoeuvre,8767.649735891122 metres,17.93,-4.02,2.27,16.35,36.72,141.68,-1.49,0.17,-0.17,0.12,0.5,93.02,0,0,0.1,-6.29,-104.96,62.8,behind,might lose sight of enemy,lost sight of enemy
99.77,enemy aircraft finished manoeuvre,8774.190941352183 metres,17.95,-4.0,2.27,17.07,36.87,141.71,-0.95,0.03,-0.17,0.25,0.5,92.94,0,0,0.1,-6.26,-104.83,63.25,behind,might lose sight of enemy,lost sight of enemy
99.87,enemy aircraft finished manoeuvre,8780.63634615521 metres,17.98,-3.91,2.26,18.27,37.11,141.73,-0.42,-0.06,-0.15,0.43,0.5,92.86,0,0,0.1,-6.18,-104.62,62.88,behind,might lose sight of enemy,lost sight of enemy
99.98,enemy aircraft finished manoeuvre,8787.051471120401 metres,18.01,-3.78,2.26,20.07,37.45,141.76,0.1,-0.11,-0.11,0.56,0.5,92.8,0,0,0.1,-6.04,-104.31,61.92,behind,might lose sight of enemy,lost sight of enemy
100.08,enemy aircraft finished manoeuvre,8793.550857309496 metres,18.03,-3.6,2.26,22.43,37.91,141.78,0.62,-0.11,-0.1,0.66,0.5,92.75,0,0,0.1,-5.85,-103.87,62.02,behind,might lose sight of enemy,lost sight of enemy
100.18,enemy aircraft finished manoeuvre,8799.899897868954 metres,18.06,-3.43,2.26,25.1,38.46,141.81,1.06,-0.12,-0.1,0.66,0.5,92.7,0,0,0.1,-5.69,-103.35,63.41,behind,might lose sight of enemy,lost sight of enemy
100.29,enemy aircraft finished manoeuvre,8806.513598943047 metres,18.08,-3.33,2.26,28.01,39.09,141.83,1.42,-0.12,-0.1,0.66,0.5,92.67,0,0,0.11,-5.58,-102.74,61.62,behind,might lose sight of enemy,lost sight of enemy
100.4,enemy aircraft finished manoeuvre,8813.229629378935 metres,18.11,-3.33,2.25,31.02,39.77,141.86,1.64,-0.14,-0.1,0.66,0.5,92.64,0,0,0.11,-5.58,-102.1,60.96,behind,might lose sight of enemy,lost sight of enemy
100.51,enemy aircraft finished manoeuvre,8820.404548197208 metres,18.14,-3.45,2.25,34.16,40.51,141.89,1.76,-0.16,-0.06,0.53,0.5,92.61,0,0,0.11,-5.7,-101.39,63.08,behind,might lose sight of enemy,lost sight of enemy
100.62,enemy aircraft finished manoeuvre,8826.92281302704 metres,18.16,-3.61,2.25,36.74,41.21,141.92,1.82,-0.19,-0.06,0.53,0.5,92.59,0,0,0.11,-5.86,-100.71,59.38,behind,might lose sight of enemy,lost sight of enemy
100.73,enemy aircraft finished manoeuvre,8833.83893120704 metres,18.19,-3.84,2.25,39.4,41.99,141.95,1.85,-0.22,-0.06,0.53,0.5,92.58,0,0,0.11,-6.09,-99.96,61.65,behind,might lose sight of enemy,lost sight of enemy
100.84,enemy aircraft finished manoeuvre,8839.981161200727 metres,18.21,-4.11,2.25,41.62,42.71,141.97,1.84,-0.24,-0.06,0.31,0.5,92.57,0,0,0.1,-6.36,-99.27,59.46,behind,might lose sight of enemy,lost sight of enemy
100.94,enemy aircraft finished manoeuvre,8845.872263892572 metres,18.23,-4.41,2.25,43.24,43.38,142.0,1.78,-0.26,-0.05,0.22,0.5,92.57,0,0,0.1,-6.66,-98.61,58.73,behind,might lose sight of enemy,lost sight of enemy
101.04,enemy aircraft finished manoeuvre,8851.800885236864 metres,18.25,-4.72,2.25,44.46,44.09,142.02,1.74,-0.28,-0.04,0.14,0.5,92.57,0,0,0.1,-6.97,-97.94,58.41,behind,might lose sight of enemy,lost sight of enemy
101.16,enemy aircraft finished manoeuvre,8858.699145386201 metres,18.28,-5.09,2.25,45.33,44.93,142.05,1.7,-0.29,-0.04,0.07,0.5,92.59,0,0,0.12,-7.34,-97.12,57.63,behind,might lose sight of enemy,lost sight of enemy
101.26,enemy aircraft finished manoeuvre,8864.575174809728 metres,18.3,-5.41,2.25,45.81,45.67,142.08,1.67,-0.3,-0.04,0.07,0.5,92.61,0,0,0.1,-7.66,-96.41,57.49,behind,might lose sight of enemy,lost sight of enemy
101.36,enemy aircraft finished manoeuvre,8870.309198922456 metres,18.32,-5.74,2.25,46.21,46.41,142.11,1.66,-0.3,-0.03,0.04,0.5,92.64,0,0,0.1,-7.99,-95.69,56.15,behind,might lose sight of enemy,lost sight of enemy
101.46,enemy aircraft finished manoeuvre,8875.921145129763 metres,18.34,-6.05,2.25,46.43,47.17,142.13,1.66,-0.29,-0.03,-0.02,0.5,92.68,0,0,0.1,-8.3,-94.96,55.95,behind,lost sight of enemy,lost sight of enemy
101.57,enemy aircraft finished manoeuvre,8881.593479970668 metres,18.37,-6.35,2.25,46.46,47.95,142.16,1.67,-0.28,-0.03,-0.02,0.5,92.73,0,0,0.1,-8.6,-94.2,54.27,behind,lost sight of enemy,lost sight of enemy
101.67,enemy aircraft finished manoeuvre,8887.208741127703 metres,18.39,-6.65,2.25,46.39,48.75,142.18,1.69,-0.27,-0.03,-0.09,0.5,92.79,0,0,0.1,-8.9,-93.43,54.49,behind,lost sight of enemy,lost sight of enemy
101.77,enemy aircraft finished manoeuvre,8892.747705692496 metres,18.41,-6.92,2.25,46.02,49.55,142.21,1.73,-0.27,-0.03,-0.14,0.5,92.85,0,0,0.1,-9.17,-92.66,54.18,behind,lost sight of enemy,lost sight of enemy
101.88,enemy aircraft finished manoeuvre,8898.113541882416 metres,18.43,-7.16,2.25,45.47,50.33,142.24,1.77,-0.27,-0.03,-0.14,0.5,92.93,0,0,0.1,-9.41,-91.91,53.06,behind,lost sight of enemy,lost sight of enemy
101.98,enemy aircraft finished manoeuvre,8903.377881196817 metres,18.45,-7.39,2.26,44.87,51.09,142.26,1.81,-0.27,-0.03,-0.14,0.5,93.01,0,0,0.1,-9.64,-91.17,52.29,behind,lost sight of enemy,lost sight of enemy
102.08,enemy aircraft finished manoeuvre,8908.63692504583 metres,18.47,-7.61,2.26,44.24,51.87,142.29,1.84,-0.27,-0.03,-0.14,0.5,93.1,0,0,0.1,-9.86,-90.42,51.66,behind,lost sight of enemy,lost sight of enemy
102.19,enemy aircraft finished manoeuvre,8914.100614785575 metres,18.49,-7.82,2.26,43.57,52.67,142.31,1.86,-0.26,-0.03,-0.14,0.5,93.21,0,0,0.11,-10.08,-89.65,47.95,behind,lost sight of enemy,lost sight of enemy
102.3,enemy aircraft finished manoeuvre,8920.02785796421 metres,18.51,-8.05,2.26,42.83,53.54,142.34,1.88,-0.26,-0.03,-0.14,0.5,93.34,0,0,0.11,-10.31,-88.81,53.3,behind,lost sight of enemy,lost sight of enemy
102.41,enemy aircraft finished manoeuvre,8925.112086267449 metres,18.53,-8.24,2.26,42.18,54.28,142.37,1.89,-0.26,-0.03,-0.14,0.5,93.45,0,0,0.1,-10.5,-88.09,49.3,behind,lost sight of enemy,lost sight of enemy
102.52,enemy aircraft finished manoeuvre,8930.394743927227 metres,18.55,-8.43,2.27,41.45,55.05,142.4,1.89,-0.26,-0.04,-0.16,0.5,93.59,0,0,0.11,-10.7,-87.35,47.35,behind,lost sight of enemy,lost sight of enemy
102.64,enemy aircraft finished manoeuvre,8936.088187513422 metres,18.58,-8.65,2.27,40.56,55.86,142.43,1.85,-0.26,-0.05,-0.18,0.5,93.74,0,0,0.12,-10.91,-86.57,48.36,behind,lost sight of enemy,lost sight of enemy
102.75,enemy aircraft finished manoeuvre,8941.393459233706 metres,18.6,-8.87,2.27,39.61,56.57,142.46,1.78,-0.26,-0.09,-0.21,0.5,93.9,0,0,0.11,-11.14,-85.89,47.82,behind,lost sight of enemy,lost sight of enemy
102.86,enemy aircraft finished manoeuvre,8946.751757126343 metres,18.62,-9.17,2.28,38.55,57.2,142.49,1.6,-0.26,-0.09,-0.21,0.5,94.07,0,0,0.12,-11.45,-85.28,46.11,behind,lost sight of enemy,lost sight of enemy
102.97,enemy aircraft finished manoeuvre,8951.732719742828 metres,18.64,-9.5,2.28,37.51,57.74,142.51,1.4,-0.27,-0.09,-0.21,0.5,94.24,0,0,0.11,-11.78,-84.77,47.28,behind,lost sight of enemy,lost sight of enemy
103.07,enemy aircraft finished manoeuvre,8956.346297205615 metres,18.66,-9.81,2.28,36.51,58.23,142.54,1.23,-0.28,-0.09,-0.21,0.5,94.4,0,0,0.1,-12.09,-84.31,45.4,behind,lost sight of enemy,lost sight of enemy
103.17,enemy aircraft finished manoeuvre,8961.016705573584 metres,18.68,-10.11,2.29,35.47,58.72,142.57,1.09,-0.28,-0.09,-0.23,0.5,94.58,0,0,0.1,-12.39,-83.84,44.59,behind,lost sight of enemy,lost sight of enemy
103.28,enemy aircraft finished manoeuvre,8965.700918970686 metres,18.7,-10.38,2.29,34.34,59.23,142.59,1.0,-0.29,-0.09,-0.23,0.5,94.76,0,0,0.11,-12.67,-83.37,44.34,behind,lost sight of enemy,lost sight of enemy
103.39,enemy aircraft finished manoeuvre,8970.327123453033 metres,18.72,-10.61,2.29,33.19,59.74,142.62,0.95,-0.29,-0.09,-0.23,0.5,94.95,0,0,0.11,-12.91,-82.88,43.5,behind,lost sight of enemy,lost sight of enemy
103.49,enemy aircraft finished manoeuvre,8974.911714986 metres,18.73,-10.8,2.3,32.01,60.26,142.65,0.94,-0.28,-0.09,-0.23,0.5,95.15,0,0,0.11,-13.1,-82.38,43.33,behind,lost sight of enemy,lost sight of enemy
103.6,enemy aircraft finished manoeuvre,8979.536754519413 metres,18.75,-10.96,2.3,30.81,60.8,142.68,0.95,-0.27,-0.09,-0.23,0.5,95.36,0,0,0.11,-13.27,-81.88,42.82,behind,lost sight of enemy,lost sight of enemy
103.71,enemy aircraft finished manoeuvre,8984.105810985746 metres,18.77,-11.09,2.31,29.6,61.33,142.7,0.98,-0.26,-0.09,-0.23,0.5,95.58,0,0,0.11,-13.4,-81.37,41.8,behind,lost sight of enemy,lost sight of enemy
103.81,enemy aircraft finished manoeuvre,8988.568476006383 metres,18.79,-11.19,2.31,28.4,61.84,142.73,1.02,-0.25,-0.09,-0.23,0.5,95.8,0,0,0.11,-13.5,-80.89,42.25,behind,lost sight of enemy,lost sight of enemy
103.92,enemy aircraft finished manoeuvre,8992.891679799324 metres,18.81,-11.26,2.32,27.22,62.33,142.76,1.06,-0.23,-0.09,-0.23,0.5,96.02,0,0,0.1,-13.58,-80.42,41.42,behind,lost sight of enemy,lost sight of enemy
104.02,enemy aircraft finished manoeuvre,8997.218914306828 metres,18.83,-11.32,2.32,26.03,62.81,142.78,1.09,-0.22,-0.09,-0.23,0.5,96.25,0,0,0.11,-13.64,-79.98,40.95,behind,lost sight of enemy,lost sight of enemy
104.13,enemy aircraft finished manoeuvre,9001.425655516656 metres,18.85,-11.36,2.33,24.86,63.26,142.81,1.11,-0.21,-0.09,-0.23,0.5,96.47,0,0,0.11,-13.69,-79.56,39.86,behind,lost sight of enemy,lost sight of enemy
104.24,enemy aircraft finished manoeuvre,9005.746713740995 metres,18.87,-11.39,2.33,23.65,63.7,142.84,1.13,-0.2,-0.09,-0.23,0.5,96.71,0,0,0.11,-13.73,-79.14,40.32,behind,lost sight of enemy,lost sight of enemy
104.34,enemy aircraft finished manoeuvre,9009.96342913368 metres,18.89,-11.41,2.34,22.44,64.11,142.86,1.14,-0.19,-0.09,-0.23,0.5,96.95,0,0,0.11,-13.75,-78.76,39.61,behind,lost sight of enemy,lost sight of enemy
104.46,enemy aircraft finished manoeuvre,9014.343342935903 metres,18.91,-11.42,2.34,21.18,64.52,142.89,1.14,-0.19,-0.09,-0.23,0.5,97.21,0,0,0.11,-13.77,-78.38,38.72,behind,lost sight of enemy,lost sight of enemy
104.58,enemy aircraft finished manoeuvre,9018.96312477552 metres,18.93,-11.42,2.35,19.83,64.93,142.92,1.14,-0.18,-0.09,-0.23,0.5,97.49,0,0,0.12,-13.77,-78.0,38.18,behind,lost sight of enemy,lost sight of enemy
104.69,enemy aircraft finished manoeuvre,9023.335130173891 metres,18.95,-11.4,2.36,18.54,65.29,142.95,1.15,-0.18,-0.09,-0.23,0.5,97.75,0,0,0.11,-13.75,-77.66,38.97,behind,lost sight of enemy,lost sight of enemy
104.81,enemy aircraft finished manoeuvre,9027.879780167801 metres,18.97,-11.37,2.36,17.18,65.65,142.98,1.14,-0.17,-0.09,-0.23,0.5,98.04,0,0,0.12,-13.73,-77.33,37.48,behind,lost sight of enemy,lost sight of enemy
104.92,enemy aircraft finished manoeuvre,9032.01536421915 metres,18.99,-11.32,2.37,15.94,65.96,143.01,1.15,-0.16,-0.09,-0.23,0.5,98.3,0,0,0.11,-13.69,-77.05,38.6,behind,lost sight of enemy,lost sight of enemy
105.02,enemy aircraft finished manoeuvre,9035.971314809432 metres,19.01,-11.27,2.37,14.73,66.23,143.04,1.15,-0.16,-0.09,-0.23,0.5,98.55,0,0,0.11,-13.64,-76.8,37.56,behind,lost sight of enemy,lost sight of enemy
105.13,enemy aircraft finished manoeuvre,9039.85275715804 metres,19.03,-11.21,2.38,13.54,66.49,143.07,1.15,-0.15,-0.09,-0.23,0.5,98.8,0,0,0.1,-13.58,-76.58,37.13,behind,lost sight of enemy,lost sight of enemy
105.24,enemy aircraft finished manoeuvre,9043.730598067012 metres,19.05,-11.13,2.38,12.33,66.72,143.09,1.15,-0.14,-0.09,-0.23,0.5,99.06,0,0,0.11,-13.52,-76.38,35.14,behind,lost sight of enemy,lost sight of enemy
105.34,enemy aircraft finished manoeuvre,9047.622678303185 metres,19.06,-11.05,2.39,11.12,66.93,143.12,1.15,-0.14,-0.09,-0.23,0.5,99.31,0,0,0.1,-13.44,-76.19,37.7,behind,lost sight of enemy,lost sight of enemy
105.45,enemy aircraft finished manoeuvre,9051.508218779802 metres,19.08,-10.96,2.4,9.89,67.12,143.15,1.15,-0.13,-0.09,-0.23,0.5,99.57,0,0,0.11,-13.35,-76.03,36.51,behind,lost sight of enemy,lost sight of enemy
105.56,enemy aircraft finished manoeuvre,9055.393638805555 metres,19.1,-10.85,2.4,8.66,67.29,143.18,1.15,-0.12,-0.09,-0.23,0.5,99.83,0,0,0.11,-13.26,-75.89,36.27,behind,lost sight of enemy,lost sight of enemy
105.66,enemy aircraft finished manoeuvre,9059.305717984771 metres,19.12,-10.75,2.41,7.49,67.44,143.2,1.14,-0.11,-0.11,-0.08,0.5,100.09,0,0,0.11,-13.15,-75.77,36.08,behind,lost sight of enemy,lost sight of enemy
105.77,enemy aircraft finished manoeuvre,9063.078854926804 metres,19.14,-10.75,2.41,6.87,67.57,143.23,1.01,-0.09,-0.15,-0.06,0.5,100.34,0,0,0.11,-13.16,-75.66,35.85,behind,lost sight of enemy,lost sight of enemy
105.88,enemy aircraft finished manoeuvre,9066.828653648306 metres,19.16,-10.89,2.42,6.47,67.68,143.26,0.78,-0.07,-0.15,-0.06,0.5,100.59,0,0,0.11,-13.3,-75.57,35.4,behind,lost sight of enemy,lost sight of enemy
105.98,enemy aircraft finished manoeuvre,9070.578179359482 metres,19.18,-11.09,2.42,6.11,67.78,143.29,0.52,-0.05,-0.15,-0.06,0.5,100.83,0,0,0.11,-13.52,-75.51,35.4,behind,lost sight of enemy,lost sight of enemy
106.09,enemy aircraft finished manoeuvre,9074.306500318331 metres,19.2,-11.32,2.43,5.77,67.86,143.31,0.29,-0.05,-0.15,-0.06,0.5,101.08,0,0,0.11,-13.75,-75.45,35.46,behind,lost sight of enemy,lost sight of enemy
